experiment,participant_id,item_index,nll_base,nll_ours,delta_log_likelihood
Dymarska2025_associations,1,151,6.396453857421875,5.2333984375,1.163055419921875
Dymarska2025_associations,1,152,8.0546875,8.421875,-0.3671875
Dymarska2025_associations,1,153,4.375,4.3125,0.0625
Dymarska2025_associations,1,154,7.111328125,7.92578125,-0.814453125
Dymarska2025_associations,1,155,5.375,4.78125,0.59375
Dymarska2025_associations,1,156,6.953125,6.8125,0.140625
Dymarska2025_associations,1,157,4.6875,4.875,-0.1875
Dymarska2025_associations,1,158,9.3125,9.75,-0.4375
Dymarska2025_associations,1,159,7.125,8.234375,-1.109375
Dymarska2025_associations,1,160,5.5,5.1875,0.3125
Dymarska2025_associations,1,161,2.28076171875,1.7685546875,0.51220703125
Dymarska2025_associations,1,162,5.9765625,5.671875,0.3046875
Dymarska2025_associations,1,163,4.632781982421875,4.320281982421875,0.3125
Dymarska2025_associations,1,164,5.328094482421875,3.990203857421875,1.337890625
Dymarska2025_associations,1,165,8.320281982421875,6.8201904296875,1.500091552734375
Dymarska2025_associations,1,166,8.351531982421875,7.4453125,0.906219482421875
Dymarska2025_associations,1,167,4.203125,3.38671875,0.81640625
Dymarska2025_associations,1,168,4.749969482421875,5.671844482421875,-0.921875
Dymarska2025_associations,1,169,6.158203125,6.05322265625,0.10498046875
Dymarska2025_associations,1,170,8.625,6.375,2.25
Dymarska2025_associations,1,171,3.68359375,3.1826171875,0.5009765625
Dymarska2025_associations,1,172,5.888671875,5.2880859375,0.6005859375
Dymarska2025_associations,1,173,4.76171875,3.69921875,1.0625
Dymarska2025_associations,1,174,6.9921875,6.5634765625,0.4287109375
Dymarska2025_associations,1,175,9.0,9.125,-0.125
Dymarska2025_associations,1,176,4.845703125,5.181640625,-0.3359375
Dymarska2025_associations,1,177,7.15625,7.171875,-0.015625
Dymarska2025_associations,1,178,6.15625,7.4375,-1.28125
Dymarska2025_associations,1,179,9.609375,9.953125,-0.34375
Dymarska2025_associations,1,180,10.125,9.53125,0.59375
Dymarska2025_associations,1,181,5.984375,6.03125,-0.046875
Dymarska2025_associations,1,182,4.1376953125,3.99951171875,0.13818359375
Dymarska2025_associations,1,183,7.3671875,8.1669921875,-0.7998046875
Dymarska2025_associations,1,184,6.48828125,7.62109375,-1.1328125
Dymarska2025_associations,1,185,5.3203125,5.29296875,0.02734375
Dymarska2025_associations,1,186,5.9140625,6.78125,-0.8671875
Dymarska2025_associations,1,187,3.85595703125,2.3642578125,1.49169921875
Dymarska2025_associations,1,188,5.90478515625,5.0042724609375,0.9005126953125
